,Created_At,Tweets,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming
0,2021-12-27 01:39:55+00:00,"@definitelyjulid kalo ada motor dan suka jalan2, coba daftar shopeefood",kalo ada motor dan suka jalan coba daftar shopeefood,kalau ada motor dan suka jalan coba daftar shopeefood,motor suka jalan coba daftar shopeefood,"['motor', 'suka', 'jalan', 'coba', 'daftar', 'shopeefood']"
1,2021-12-27 01:23:46+00:00,"ih marah bgt skrg udah gada promo 60% min purcase 40rb nya @shopeefood_id diganti 40% min purchase 75rb.
gamau ah! balikan ga! mogok makan nih 🤐",ih marah bgt skrg udah gada promo min purcase rb nya id diganti min purchase rb gamau ah balikan ga mogok makan nih,ih marah begitu sekarang sudah tidak ada promo minimal purcase rb nya id diganti minimal purchase rb tidak mau ah balikan tidak mogok makan ini,ih marah promo minimal purcase rb id diganti minimal purchase rb ah balikan mogok makan,"['ih', 'marah', 'promo', 'minimal', 'purcase', 'rb', 'id', 'ganti', 'minimal', 'purchase', 'rb', 'ah', 'balik', 'mogok', 'makan']"
2,2021-12-27 01:17:05+00:00,ini shopee gamau bikin bersi shopeefood apa ya yaallah kek nya gue bakal pingsan kalau ada. :( https://t.co/mttqTrtCHP,ini shopee gamau bikin bersi shopeefood apa ya yaallah kek nya gue bakal pingsan kalau ada,ini shopee tidak mau bikin bersi shopeefood apa ya yaallah seperti nya saya bakal pingsan kalau ada,shopee bersi shopeefood yaallah pingsan,"['shopee', 'bersi', 'shopeefood', 'yaallah', 'pingsan']"
3,2021-12-27 01:09:34+00:00,"Untung yang di-track cuma belanja, bukan ShopeeFood #2021BersamaShopee https://t.co/Bc91x8gpWC",untung yang ditrack cuma belanja bukan shopeefood,untung yang ditrack hanya belanja bukan shopeefood,untung ditrack belanja shopeefood,"['untung', 'ditrack', 'belanja', 'shopeefood']"
4,2021-12-27 01:06:38+00:00,"@collegemenfess masak nasi sendiri. beli lauk pakai voucher shopeefood. dulu jaman kosan ada dapurnya, menu masakan udah di list mingguan. jadi belanja seperlu nya aja🧚🏻‍♀️🧚🏻‍♀️",masak nasi sendiri beli lauk pakai voucher shopeefood dulu jaman kosan ada dapurnya menu masakan udah di list mingguan jadi belanja seperlu nya aja,masa nasi sendiri beli lauk pakai voucher shopeefood dulu zaman kosan ada dapurnya menu masakan sudah di list mingguan jadi belanja seperlu nya aja,nasi beli lauk pakai voucher shopeefood zaman kosan dapurnya menu masakan list mingguan belanja seperlu,"['nasi', 'beli', 'lauk', 'pakai', 'voucher', 'shopeefood', 'zaman', 'kosan', 'dapur', 'menu', 'masakan', 'list', 'minggu', 'belanja', 'perlu']"
5,2021-12-27 01:05:51+00:00,@ojema_ yuk bergabung untuk menjadi mitra shopee food caranya mudah loh tinggal input di link pendaftaran https://t.co/veKACs85Qy atau bisa langsung scan barcode pada gambar ini yaa... https://t.co/sl4OLT5a3H,yuk bergabung untuk menjadi mitra shopee food caranya mudah loh tinggal input di link pendaftaran atau bisa langsung scan barcode pada gambar ini yaa,yuk bergabung untuk menjadi mitra shopee food caranya mudah loh tinggal input di link pendaftaran atau bisa langsung scan barcode pada gambar ini ya,yuk bergabung mitra shopee food mudah tinggal input link pendaftaran langsung scan barcode gambar,"['yuk', 'gabung', 'mitra', 'shopee', 'food', 'mudah', 'tinggal', 'input', 'link', 'daftar', 'langsung', 'scan', 'barcode', 'gambar']"
6,2021-12-27 01:04:26+00:00,"@collegemenfess Nasi bikin sendiri buat 2 kali makan, trus lauknya beli pake shopeefood yg diskon 50-70% jadi mantep tuh 15K dapet 2 porsi makan plus nasi malah kadang",nasi bikin sendiri buat kali makan trus lauknya beli pake shopeefood yg diskon jadi mantep tuh k dapet porsi makan plus nasi malah kadang,nasi bikin sendiri buat kali makan terus lauknya beli pakai shopeefood yang potongan harga jadi mantep  itu ke dapat porsi makan plus nasi malah kadang,nasi kali makan lauknya beli pakai shopeefood potongan harga mantep porsi makan plus nasi kadang,"['nasi', 'kali', 'makan', 'lauk', 'beli', 'pakai', 'shopeefood', 'potong', 'harga', 'mantep', 'porsi', 'makan', 'plus', 'nasi', 'kadang']"
7,2021-12-27 00:59:14+00:00,"sarapan dlu y g y , pake shopeefood dari 60 jadi 27 ribu, thanks to @dhars7_",sarapan dlu pake shopeefood dari jadi ribu thanks to,sarapan dulu pakai shopeefood dari jadi ribu thanks to,sarapan pakai shopeefood ribu thanks to,"['sarap', 'pakai', 'shopeefood', 'ribu', 'thanks', 'to']"
8,2021-12-27 00:54:07+00:00,"Yuk mampir di shopee saya , saya baru blajar untuk jualan #ShopeeID #Shopee #ShopeeFood #Shopee1212",yuk mampir di shopee saya saya baru blajar untuk jualan,yuk mampir di shopee saya saya baru blajar untuk jualan,yuk mampir shopee blajar jualan,"['yuk', 'mampir', 'shopee', 'blajar', 'jual']"
9,2021-12-27 00:51:27+00:00,"Bismillah aku share di tweeter 🥺🙏 ,, semoga aja Allah memberi jalan buat rejeki nya ,, @ShopeeID @shopeefood_id  saya baru mulai insyaallah bisa ikut maju dan sukses kayak orang lain yg usaha di shopee 🥰 amin 🙏 https://t.co/e8sLFfv0Ja",bismillah aku share di tweeter semoga aja allah memberi jalan buat rejeki nya id saya baru mulai insyaallah bisa ikut maju dan sukses kayak orang lain yg usaha di shopee amin,bismillah saya bagikan di twitter semoga aja allah memberi jalan buat rejeki nya id saya baru mulai insyaa allah bisa ikut maju dan sukses seperti orang lain yang usaha di shopee amin,bismillah bagikan twitter semoga allah jalan rejeki id insyaa allah maju sukses orang usaha shopee amin,"['bismillah', 'bagi', 'twitter', 'moga', 'allah', 'jalan', 'rejeki', 'id', 'insyaa', 'allah', 'maju', 'sukses', 'orang', 'usaha', 'shopee', 'amin']"
10,2021-12-27 00:51:07+00:00,@luckyeaj Done kak semoga spayku terisi mau shopeefood,done kak semoga spayku terisi mau shopeefood,done kak semoga spayku terisi mau shopeefood,done kak semoga spayku terisi shopeefood,"['done', 'kak', 'moga', 'spayku', 'isi', 'shopeefood']"
11,2021-12-27 00:50:38+00:00,"Beberapa hari ini order shopeefood or gofood dapet drivernya ngga ramah samsek, padahal gapake voc🥲",beberapa hari ini order shopeefood or gofood dapet drivernya ngga ramah samsek padahal gapake voc,beberapa hari ini order shopeefood atau gofood dapat drivernya tidak ramah samsek padahal gapake voc,order shopeefood gofood drivernya ramah samsek gapake voc,"['order', 'shopeefood', 'gofood', 'drivernya', 'ramah', 'samsek', 'gapake', 'voc']"
12,2021-12-27 00:48:59+00:00,anjinggggg senangnya diskon shopeefood 70%,anjinggggg senangnya diskon shopeefood,anjinggggg senangnya potongan harga shopeefood,anjinggggg senangnya potongan harga shopeefood,"['anjinggggg', 'senang', 'potong', 'harga', 'shopeefood']"
13,2021-12-27 00:47:05+00:00,"Klaim voucher diskon dan cashback ShopeeFood 🍽️

Halaman promo Jabodetabek:
https://t.co/9Ve9cP7e0v https://t.co/OY3bppYFJS",klaim voucher diskon dan cashback shopeefood halaman promo jabodetabek,klaim voucher potongan harga dan cashback shopeefood halaman promo jabodetabek,klaim voucher potongan harga cashback shopeefood halaman promo jabodetabek,"['klaim', 'voucher', 'potong', 'harga', 'cashback', 'shopeefood', 'halaman', 'promo', 'jabodetabek']"
14,2021-12-27 00:46:35+00:00,@nomincityxx_ ayo khakk lirik ak maw buat sempol di shopeefood😄✌️,ayo khakk lirik ak maw buat sempol di shopeefood,ayo khakk lirik ak maw buat sempol di shopeefood,ayo khakk lirik ak maw sempol shopeefood,"['ayo', 'khakk', 'lirik', 'ak', 'maw', 'sempol', 'shopeefood']"
15,2021-12-27 00:33:09+00:00,"Shopee Food Diskon 100% nih ✨
jam 11.00 siang yaaa ✅

🔗 https://t.co/kak41sQ2GU https://t.co/CaPFfuPtTd",shopee food diskon nih jam siang yaaa,shopee food potongan harga ini jam siang yaaa,shopee food potongan harga jam siang yaaa,"['shopee', 'food', 'potong', 'harga', 'jam', 'siang', 'yaaa']"
16,2021-12-27 00:02:38+00:00,"Yuk pesan mulai jam 5-11 pagi di McD terdekat! Tersedia juga di McDelivery atau bisa juga pesan dari GoFood, GrabFood dan ShopeeFood.",yuk pesan mulai jam pagi di mcd terdekat tersedia juga di mcdelivery atau bisa juga pesan dari gofood grabfood dan shopeefood,yuk pesan mulai jam pagi di mcd terdekat tersedia juga di mcdelivery atau bisa juga pesan dari gofood grabfood dan shopeefood,yuk pesan jam pagi mcd terdekat tersedia mcdelivery pesan gofood grabfood shopeefood,"['yuk', 'pesan', 'jam', 'pagi', 'mcd', 'dekat', 'sedia', 'mcdelivery', 'pesan', 'gofood', 'grabfood', 'shopeefood']"
17,2021-12-26 23:08:51+00:00,"(HALUSINASI)

“Kamu bisa masak soto?”

“Duh nggak bisa mas”

“Yasudah. Kita ke warung soto pak zaenal aja yuk. Rekomended tuh soto sapinya.”

“Yuk mas.”

(REALITA)

Order vi ShopeeFood 👍",halusinasi kamu bisa masak soto duh nggak bisa mas yasudah kita ke warung soto pak zaenal aja yuk rekomended tuh soto sapinya yuk mas realita order vi shopeefood,halusinasi kamu bisa masa soto aduh tidak bisa mas yasudah kita ke warung soto bapak zaenal aja yuk rekomended  itu soto sapinya yuk mas realita order vi shopeefood,halusinasi soto aduh mas yasudah warung soto zaenal yuk rekomended soto sapinya yuk mas realita order vi shopeefood,"['halusinasi', 'soto', 'aduh', 'mas', 'yasudah', 'warung', 'soto', 'zaenal', 'yuk', 'rekomended', 'soto', 'sapi', 'yuk', 'mas', 'realita', 'order', 'vi', 'shopeefood']"
18,2021-12-26 21:45:38+00:00,@Dedi88378816 jadi driver shopeefood teh cobain lagi rame @Dedi88378816,jadi driver shopeefood teh cobain lagi rame,jadi driver shopeefood teh cobain lagi ramai,driver shopeefood teh cobain ramai,"['driver', 'shopeefood', 'teh', 'cobain', 'ramai']"
19,2021-12-26 21:18:40+00:00,@12pmpank kan ada shopeefood,kan ada shopeefood,kan ada shopeefood,shopeefood,['shopeefood']
20,2021-12-26 20:54:23+00:00,"Pesen makan di shopeefood jam segini, kirain ga bakal dapet driver, ternyata ada dongㅠㅠkaget wkwkw",pesen makan di shopeefood jam segini kirain ga bakal dapet driver ternyata ada dongkaget wkwkw,pesan makan di shopeefood jam segini kirain tidak bakal dapat driver ternyata ada dongkaget wkwkw,pesan makan shopeefood jam segini kirain driver dongkaget wkwkw,"['pesan', 'makan', 'shopeefood', 'jam', 'gin', 'kirain', 'driver', 'dongkaget', 'wkwkw']"
21,2021-12-26 19:18:38+00:00,jam segini gofood/shopeefood minuman yg masih buka apa yah di bdg,jam segini gofoodshopeefood minuman yg masih buka apa yah di bdg,jam segini gofoodshopeefood minuman yang masih buka apa yah di bandung,jam segini gofoodshopeefood minuman buka bandung,"['jam', 'gin', 'gofoodshopeefood', 'minum', 'buka', 'bandung']"
22,2021-12-26 19:11:13+00:00,"baru inget tadi ketemu mas shopeefood di tora tora depan geografi pake kacamata cakep bgt sksksk 
masnya main twitter ga ya :')",baru inget tadi ketemu mas shopeefood di tora tora depan geografi pake kacamata cakep bgt sksksk masnya main twitter ga ya,baru ingat tadi ketemu mas shopeefood di tora tora depan geografi pakai kacamata cakep begitu sksksk masnya main twitter tidak ya,ketemu mas shopeefood tora tora geografi pakai kacamata cakep sksksk masnya main twitter,"['ketemu', 'mas', 'shopeefood', 'tora', 'tora', 'geografi', 'pakai', 'kacamata', 'cakep', 'sksksk', 'mas', 'main', 'twitter']"
23,2021-12-26 19:05:52+00:00,"@shopeefood_id Apa an ,promo hanya berlaku area jabodetabek ,daera lain gak ada  ,pilhh kasih",id apa an promo hanya berlaku area jabodetabek daera lain gak ada pilhh kasih,id apa an promo hanya berlaku area jabodetabek daera lain tidak ada pilhh kasih,id an promo berlaku area jabodetabek daera pilhh kasih,"['id', 'an', 'promo', 'laku', 'area', 'jabodetabek', 'daera', 'pilhh', 'kasih']"
24,2021-12-26 18:43:03+00:00,udah lama ga nge shopeefood sekalinya nge sf malah berantem ama driver nya 🙃,udah lama ga nge shopeefood sekalinya nge sf malah berantem ama driver nya,sudah lama tidak nge shopeefood sekalinya nge sf malah berkelahi sama driver nya,nge shopeefood sekalinya nge sf berkelahi driver,"['nge', 'shopeefood', 'sekali', 'nge', 'sf', 'kelah', 'driver']"
25,2021-12-26 18:38:16+00:00,"@convomfs bisa, tapi yg lagi banyak promo di shopeefood nder",bisa tapi yg lagi banyak promo di shopeefood nder,bisa tapi yang lagi banyak promo di shopeefood nder,promo shopeefood nder,"['promo', 'shopeefood', 'nder']"
26,2021-12-26 18:31:14+00:00,"@literarymuffs Mam alle, pesen lewat shopeefood biar dapet diskon",mam alle pesen lewat shopeefood biar dapet diskon,mam alle pesan lewat shopeefood biar dapat potongan harga,mam alle pesan shopeefood potongan harga,"['mam', 'alle', 'pesan', 'shopeefood', 'potong', 'harga']"
27,2021-12-26 18:16:39+00:00,"@taeeppoki Iya tp gk asli situ, cuman di rumah tante aja sambil kuliah. Mau rekomendasiin ayam geprek warmur, plss itu enak bangett + belinya di shopeefood biar murah, wajib coba xixixi",iya tp gk asli situ cuman di rumah tante aja sambil kuliah mau rekomendasiin ayam geprek warmur plss itu enak bangett belinya di shopeefood biar murah wajib coba xixixi,iya tapi tidak asli situ cuman di rumah tante aja sambil kuliah mau rekomendasiin ayam geprek warmur plss itu enak banget belinya di shopeefood biar murah wajib coba xixixi,iya asli situ cuman rumah tante kuliah rekomendasiin ayam geprek warmur plss enak banget belinya shopeefood murah wajib coba xixixi,"['iya', 'asli', 'situ', 'cuman', 'rumah', 'tante', 'kuliah', 'rekomendasiin', 'ayam', 'geprek', 'warmur', 'plss', 'enak', 'banget', 'beli', 'shopeefood', 'murah', 'wajib', 'coba', 'xixixi']"
28,2021-12-26 18:01:33+00:00,Boroboro buat keluar main buat cari makanan aja aku mager bgt seharian rebahan aja.  gofood shopeefood pada gada yg pickup:”),boroboro buat keluar main buat cari makanan aja aku mager bgt seharian rebahan aja gofood shopeefood pada gada yg pickup,boroboro buat keluar main buat cari makanan aja saya mager begitu seharian rebahan aja gofood shopeefood pada tidak ada yang pickup,boroboro main cari makanan mager seharian rebahan gofood shopeefood pickup,"['boroboro', 'main', 'cari', 'makan', 'mager', 'hari', 'rebah', 'gofood', 'shopeefood', 'pickup']"
29,2021-12-26 17:33:07+00:00,"everyday is shopeefood day, lebih parah daripada anak kosan kan gua. https://t.co/Als41SL6sg",everyday is shopeefood day lebih parah daripada anak kosan kan gua,everyday is shopeefood day lebih parah daripada anak kosan kan saya,everyday is shopeefood day parah anak kosan,"['everyday', 'is', 'shopeefood', 'day', 'parah', 'anak', 'kosan']"
30,2021-12-26 17:25:57+00:00,"@starpetrikk @RacunBelanja wilayah lain bisa klaim kok kak, coba ke shopeefood nanti banner slide paling pertama klik aja nanti munculll",wilayah lain bisa klaim kok kak coba ke shopeefood nanti banner slide paling pertama klik aja nanti munculll,wilayah lain bisa klaim kok kak coba ke shopeefood nanti banner slide paling pertama klik aja nanti munculll,wilayah klaim kak coba shopeefood banner slide klik munculll,"['wilayah', 'klaim', 'kak', 'coba', 'shopeefood', 'banner', 'slide', 'klik', 'munculll']"
31,2021-12-26 17:21:02+00:00,"@sukamiekuah Sebetulnya ada juga kak, coba buka dari halaman shopeefood kak",sebetulnya ada juga kak coba buka dari halaman shopeefood kak,sebetulnya ada juga kak coba buka dari halaman shopeefood kak,kak coba buka halaman shopeefood kak,"['kak', 'coba', 'buka', 'halaman', 'shopeefood', 'kak']"
32,2021-12-26 17:17:02+00:00,"Klaim voucher diskon dan cashback ShopeeFood 🍽️

Halaman promo Jabodetabek:
https://t.co/herYEVaOIF https://t.co/arpKcvPM6P",klaim voucher diskon dan cashback shopeefood halaman promo jabodetabek,klaim voucher potongan harga dan cashback shopeefood halaman promo jabodetabek,klaim voucher potongan harga cashback shopeefood halaman promo jabodetabek,"['klaim', 'voucher', 'potong', 'harga', 'cashback', 'shopeefood', 'halaman', 'promo', 'jabodetabek']"
33,2021-12-26 17:15:48+00:00,"lagi asik nunggu shopeefood dateng, terus tbtb masuk chat gini  😭 https://t.co/2NgqZT8TRi",lagi asik nunggu shopeefood dateng terus tbtb masuk chat gini,lagi asyik nunggu shopeefood dateng terus tiba tiba masuk chat begini,asyik nunggu shopeefood dateng masuk chat,"['asyik', 'nunggu', 'shopeefood', 'dateng', 'masuk', 'chat']"
34,2021-12-26 17:14:40+00:00,"Udah lama gak makan baso aci, cuma 7000 pake shopeefood✌🏻 https://t.co/bQhtL79dZg",udah lama gak makan baso aci cuma pake shopeefood,sudah lama tidak makan baso aci hanya pakai shopeefood,makan baso aci pakai shopeefood,"['makan', 'baso', 'aci', 'pakai', 'shopeefood']"
35,2021-12-26 17:12:49+00:00,Shopeefood pahlawan di tgl tua https://t.co/fWC7UrOzIg,shopeefood pahlawan di tgl tua,shopeefood pahlawan di tgl tua,shopeefood pahlawan tgl tua,"['shopeefood', 'pahlawan', 'tgl', 'tua']"
36,2021-12-26 17:10:45+00:00,"@fmelinah hallo kak mohon maaf buat kamu bingung 🙏 terkait kendala pesanan shopeefood yang salah alamat kedepannya akan memperbaiki sistem agar tidak terjadi hal-hal tersebut kedepannya, jika ada kendala lain langsung ke DM mimin ya kak agar dibantu cek, met malem 🙏 ^HE",hallo kak mohon maaf buat kamu bingung terkait kendala pesanan shopeefood yang salah alamat kedepannya akan memperbaiki sistem agar tidak terjadi halhal tersebut kedepannya jika ada kendala lain langsung ke dm mimin ya kak agar dibantu cek met malem he,halo kak mohon maaf buat kamu bingung terkait kendala pesanan shopeefood yang salah alamat kedepannya akan memperbaiki sistem agar tidak terjadi halhal tersebut kedepannya jika ada kendala lain langsung ke dm admin ya kak agar dibantu cek selamat malem he,halo kak mohon maaf bingung terkait kendala pesanan shopeefood salah alamat kedepannya memperbaiki sistem halhal kedepannya kendala langsung dm admin kak dibantu cek selamat malem he,"['halo', 'kak', 'mohon', 'maaf', 'bingung', 'kait', 'kendala', 'pesan', 'shopeefood', 'salah', 'alamat', 'depan', 'baik', 'sistem', 'halhal', 'depan', 'kendala', 'langsung', 'dm', 'admin', 'kak', 'bantu', 'cek', 'selamat', 'malem', 'he']"
37,2021-12-26 17:03:48+00:00,"@kadieupaliditu Shopeefood jam segini isinya salmonella, burjo sama geprek doang paling",shopeefood jam segini isinya salmonella burjo sama geprek doang paling,shopeefood jam segini isinya salmonella burjo sama geprek saja paling,shopeefood jam segini isinya salmonella burjo geprek,"['shopeefood', 'jam', 'gin', 'isi', 'salmonella', 'burjo', 'geprek']"
38,2021-12-26 16:48:09+00:00,"Makan hari ini di sponsori shopeefood, sabana masih dapet cb 35k 😭 https://t.co/i1mnhjdNAd",makan hari ini di sponsori shopeefood sabana masih dapet cb k,makan hari ini di sponsori shopeefood sabana masih dapat coba ke,makan sponsori shopeefood sabana coba,"['makan', 'sponsor', 'shopeefood', 'sabana', 'coba']"
39,2021-12-26 16:45:32+00:00,"@mas_hadie08 Hai ka, mohon maaf yaah udah bikin kamu ganyaman, terkait kendala top up pulsa yg belum masuk dan titik pesanan shopeefood yg melenceng jauh, agar bisa mimin check lebih lanjut kendala kamu yuu infoin detailnya di DM yah ka, mimin tunggu 🙏^LD",hadie hai ka mohon maaf yaah udah bikin kamu ganyaman terkait kendala top up pulsa yg belum masuk dan titik pesanan shopeefood yg melenceng jauh agar bisa mimin check lebih lanjut kendala kamu yuu infoin detailnya di dm yah ka mimin tunggu ld,hadie hai ka mohon maaf yaah sudah bikin kamu ganyaman terkait kendala mantap up pulsa yang belum masuk dan titik pesanan shopeefood yang melenceng jauh agar bisa admin check lebih lanjut kendala kamu yuu infoin detailnya di dm yah ka admin tunggu ld,hadie hai ka mohon maaf yaah ganyaman terkait kendala mantap up pulsa masuk titik pesanan shopeefood melenceng admin check kendala yuu infoin detailnya dm ka admin tunggu ld,"['hadie', 'hai', 'ka', 'mohon', 'maaf', 'yaah', 'ganyaman', 'kait', 'kendala', 'mantap', 'up', 'pulsa', 'masuk', 'titik', 'pesan', 'shopeefood', 'lenceng', 'admin', 'check', 'kendala', 'yuu', 'infoin', 'detail', 'dm', 'ka', 'admin', 'tunggu', 'ld']"
40,2021-12-26 16:42:02+00:00,Ada yang punya promo shopeefood/gofood/grabfood gaaa,ada yang punya promo shopeefoodgofoodgrabfood gaaa,ada yang punya promo shopeefoodgofoodgrabfood gaaa,promo shopeefoodgofoodgrabfood gaaa,"['promo', 'shopeefoodgofoodgrabfood', 'gaaa']"
41,2021-12-26 16:38:33+00:00,Shopeefood kalo kasih diskon gak ngotak,shopeefood kalo kasih diskon gak ngotak,shopeefood kalau kasih potongan harga tidak ngotak,shopeefood kasih potongan harga ngotak,"['shopeefood', 'kasih', 'potong', 'harga', 'ngotak']"
42,2021-12-26 16:37:26+00:00,"Aku BM pisang goreng di daerah aku, jd pesen di shopeefood tp ttp bedaa rasanyaaa😭😭🥲 https://t.co/zebOm5oGBB",aku bm pisang goreng di daerah aku jd pesen di shopeefood tp ttp bedaa rasanyaaa,saya bm pisang goreng di daerah saya jadi pesan di shopeefood tapi tetap bedaa rasanyaaa,bm pisang goreng daerah pesan shopeefood bedaa rasanyaaa,"['bm', 'pisang', 'goreng', 'daerah', 'pesan', 'shopeefood', 'bedaa', 'rasanyaaa']"
43,2021-12-26 16:24:37+00:00,"@pttxloona emg shopee promony lg gila, hr ini ak dh shopeefood 3x😵‍💫😁",emg shopee promony lg gila hr ini ak dh shopeefood x,emang shopee promony lagi gila hari ini ak dh shopeefood kali,emang shopee promony gila ak dh shopeefood kali,"['emang', 'shopee', 'promony', 'gila', 'ak', 'dh', 'shopeefood', 'kali']"
44,2021-12-26 16:16:38+00:00,Plis jauhin godaan jajan shopeefood aseli boros bgt:(,plis jauhin godaan jajan shopeefood aseli boros bgt,plis jauhin godaan jajan shopeefood aseli boros begitu,plis jauhin godaan jajan shopeefood aseli boros,"['plis', 'jauhin', 'goda', 'jajan', 'shopeefood', 'aseli', 'boros']"
45,2021-12-26 16:08:33+00:00,"Shopeefood koyok arek wedok, nyalahno tapi gak nduduhi salahe.",shopeefood koyok arek wedok nyalahno tapi gak nduduhi salahe,shopeefood koyok arek wedok nyalahno tapi tidak nduduhi salahe,shopeefood koyok arek wedok nyalahno nduduhi salahe,"['shopeefood', 'koyok', 'arek', 'wedok', 'nyalahno', 'nduduhi', 'salahe']"
46,2021-12-26 16:05:26+00:00,sedih gada shopeefood,sedih gada shopeefood,sedih tidak ada shopeefood,sedih shopeefood,"['sedih', 'shopeefood']"
47,2021-12-26 15:55:28+00:00,@racunbelanja_ bismillah diskon shopeefood kepake,bismillah diskon shopeefood kepake,bismillah potongan harga shopeefood kepakai,bismillah potongan harga shopeefood kepakai,"['bismillah', 'potong', 'harga', 'shopeefood', 'pakai']"
48,2021-12-26 15:55:19+00:00,@ramandaris33 Apa beli yg nasi goreng keras aja ya di shopeefood,apa beli yg nasi goreng keras aja ya di shopeefood,apa beli yang nasi goreng keras aja ya di shopeefood,beli nasi goreng keras shopeefood,"['beli', 'nasi', 'goreng', 'keras', 'shopeefood']"
49,2021-12-26 15:49:36+00:00,"Keranjang baju kotor wajib punyaa!! ini kokoh banget, muat banyak baju juga. Yes harganya sgt terjangkau bagi kaum low budget🤭😍 #BrightWin #TENxSkechers_Live #Shopee #ShopeePayDay #ShopeeFood #homedecorideas #ideas #homedecoration #kost #skincareroutine #inspirasi #IKEAのサメ https://t.co/sanh1INwV3",keranjang baju kotor wajib punyaa ini kokoh banget muat banyak baju juga yes harganya sgt terjangkau bagi kaum low budget live,keranjang baju kotor wajib punyaa ini kokoh banget muat banyak baju juga yes harganya sangat terjangkau bagi kaum low budget live,keranjang baju kotor wajib punyaa kokoh banget muat baju yes harganya terjangkau kaum low budget live,"['keranjang', 'baju', 'kotor', 'wajib', 'punyaa', 'kokoh', 'banget', 'muat', 'baju', 'yes', 'harga', 'jangkau', 'kaum', 'low', 'budget', 'live']"
50,2021-12-26 15:43:39+00:00,@Padictator Positifnya punya excuse buat 2x mesen shopeefood 👍,positifnya punya excuse buat x mesen shopeefood,positifnya punya excuse buat kali  pesan shopeefood,positifnya excuse kali pesan shopeefood,"['positif', 'excuse', 'kali', 'pesan', 'shopeefood']"
51,2021-12-26 15:35:38+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/Mmy7mpem3s https://t.co/jtggKPSyIe,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
52,2021-12-26 15:29:21+00:00,Ada kali semingguan ini mantengin chatime di shopeefood. Demi dapet purple milk tea BT21 atau apalah itu nama seriesnya. Tapi pada kenyataannya selalu kosong🙃,ada kali semingguan ini mantengin chatime di shopeefood demi dapet purple milk tea bt atau apalah itu nama seriesnya tapi pada kenyataannya selalu kosong,ada kali semingguan ini mantengin chatime di shopeefood demi dapat purple milk tea bt atau apalah itu nama seriesnya tapi pada kenyataannya selalu kosong,kali semingguan mantengin chatime shopeefood purple milk tea bt apalah nama seriesnya kenyataannya kosong,"['kali', 'minggu', 'mantengin', 'chatime', 'shopeefood', 'purple', 'milk', 'tea', 'bt', 'apa', 'nama', 'seriesnya', 'nyata', 'kosong']"
53,2021-12-26 15:26:10+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/OMnghJ4vRU,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
54,2021-12-26 15:21:01+00:00,@birkenweird Kirain udah minta bantuin abang shopeefood td wkwk,kirain udah minta bantuin abang shopeefood td wkwk,kirain sudah minta bantuin abang shopeefood td wkwk,kirain bantuin abang shopeefood td wkwk,"['kirain', 'bantuin', 'abang', 'shopeefood', 'td', 'wkwk']"
55,2021-12-26 15:13:55+00:00,"@kiosmerdekatv Hai kak, maaf bgt udh buat gaknyaman🙏 mengenai kendala pd pesanan ShopeeFood km dan utk masukannya mimin tampung dulu ya kak utk mimin bantu sampaikan ke tim terkait. Dan jika km ada kendla lagi boleh langsung DM ke @Shopeecare_id ya kak. Terima kasih🙏 ^DJ",hai kak maaf bgt udh buat gaknyaman mengenai kendala pd pesanan shopeefood km dan utk masukannya mimin tampung dulu ya kak utk mimin bantu sampaikan ke tim terkait dan jika km ada kendla lagi boleh langsung dm ke id ya kak terima kasih dj,hai kak maaf begitu sudah buat gaknyaman mengenai kendala pada pesanan shopeefood kamu dan untuk masukannya admin tampung dulu ya kak untuk admin bantu sampaikan ke tim terkait dan jika kamu ada kendla lagi boleh langsung dm ke id ya kak terima kasih dj,hai kak maaf gaknyaman kendala pesanan shopeefood masukannya admin tampung kak admin bantu tim terkait kendla langsung dm id kak terima kasih dj,"['hai', 'kak', 'maaf', 'gaknyaman', 'kendala', 'pesan', 'shopeefood', 'masuk', 'admin', 'tampung', 'kak', 'admin', 'bantu', 'tim', 'kait', 'kendla', 'langsung', 'dm', 'id', 'kak', 'terima', 'kasih', 'dj']"
